haematuria_0	3.19463
and_1	3.19463
abdominal_2	1.21232
aortic_3	1.21232
aneurysm_4	1.21232
._5	3.19463
haematuria_6	3.19463
and_7	3.19463
left_8	0.69235
loin_9	1.07172
pain_10	3.19463
in_11	3.19463
a_12	3.19463
patient_13	3.19463
with_14	3.19463
abdominal_15	1.21232
aortic_16	1.21232
aneurysm_17	1.21232
and_18	3.19463
associated_19	3.19463
with_20	3.19463
the_21	3.19463
radiological_22	3.19463
finding_23	3.19463
of_24	3.19463
a_25	3.19463
poorly_26	0.86932
or_27	0.86932
non_28	0.86932
-_29	0.86932
functioning_30	0.86932
left_31	0.86932
kidney_32	0.86932
are_33	3.19463
the_34	3.19463
pathognomonic_35	3.19463
features_36	3.19463
of_37	3.19463
aorto_38	3.19463
-_39	3.19463
left_40	3.19463
renal_41	3.19463
vein_42	3.19463
fistula_43	0.64135
,_44	3.19463
a_45	3.19463
condition_46	3.19463
in_47	3.19463
which_48	3.19463
the_49	3.19463
aneurysm_50	0.67886
leaks_51	3.19463
into_52	3.19463
an_53	3.19463
anomalous_54	3.19463
retro_55	3.19463
-_56	3.19463
aortic_57	3.19463
left_58	3.19463
renal_59	3.19463
vein_60	3.19463
._61	3.19463
acanthosis_62	0.71656
nigricans_63	0.71656
._64	3.19463
acanthosis_65	0.71656
nigricans_66	0.71656
is_67	3.19463
thickened_68	0.71656
,_69	0.71656
velvety_70	0.71656
,_71	0.71656
hyperpigmented_72	0.67886
skin_73	0.67886
associated_74	3.19463
with_75	3.19463
a_76	3.19463
variety_77	3.19463
of_78	3.19463
endocrine_79	1.21232
disorders_80	1.21232
,_81	3.19463
malignancies_82	1.21232
and_83	3.19463
medications_84	3.19463
._85	3.19463
the_86	3.19463
mechanical_87	3.19463
stability_88	3.19463
of_89	3.19463
internal_90	3.19463
fixation_91	3.19463
of_92	3.19463
fractured_93	0.64135
phalanges_94	0.64135
._95	3.19463
the_96	3.19463
rigidity_97	1.07172
of_98	3.19463
five_99	3.19463
techniques_100	3.19463
of_101	3.19463
internal_102	3.19463
fixation_103	3.19463
of_104	3.19463
fractured_105	0.64135
phalanges_106	0.64135
is_107	3.19463
tested_108	3.19463
experimentally_109	3.19463
