haematuria_0	0.69742
and_1	3.03048
abdominal_2	3.03048
aortic_3	3.03048
aneurysm_4	3.03048
._5	3.03048
haematuria_6	0.69742
and_7	3.03048
left_8	3.03048
loin_9	3.03048
pain_10	1.06469
in_11	3.03048
a_12	3.03048
patient_13	3.03048
with_14	3.03048
abdominal_15	3.03048
aortic_16	3.03048
aneurysm_17	1.08689
and_18	3.03048
associated_19	3.03048
with_20	3.03048
the_21	3.03048
radiological_22	3.03048
finding_23	3.03048
of_24	3.03048
a_25	3.03048
poorly_26	3.03048
or_27	3.03048
non_28	3.03048
-_29	3.03048
functioning_30	3.03048
left_31	3.03048
kidney_32	3.03048
are_33	3.03048
the_34	3.03048
pathognomonic_35	3.03048
features_36	3.03048
of_37	3.03048
aorto_38	1.08689
-_39	1.08689
left_40	1.08689
renal_41	1.08689
vein_42	1.08689
fistula_43	1.08689
,_44	3.03048
a_45	3.03048
condition_46	3.03048
in_47	3.03048
which_48	3.03048
the_49	3.03048
aneurysm_50	1.08689
leaks_51	3.03048
into_52	3.03048
an_53	3.03048
anomalous_54	1.20672
retro_55	1.20672
-_56	1.20672
aortic_57	1.20672
left_58	1.20672
renal_59	1.20672
vein_60	1.20672
._61	3.03048
acanthosis_62	3.03048
nigricans_63	3.03048
._64	3.03048
acanthosis_65	3.03048
nigricans_66	3.03048
is_67	3.03048
thickened_68	3.03048
,_69	3.03048
velvety_70	3.03048
,_71	3.03048
hyperpigmented_72	3.03048
skin_73	3.03048
associated_74	3.03048
with_75	3.03048
a_76	3.03048
variety_77	3.03048
of_78	3.03048
endocrine_79	0.65507
disorders_80	0.65507
,_81	3.03048
malignancies_82	0.65507
and_83	3.03048
medications_84	3.03048
._85	3.03048
the_86	3.03048
mechanical_87	3.03048
stability_88	3.03048
of_89	3.03048
internal_90	3.03048
fixation_91	3.03048
of_92	3.03048
fractured_93	0.65507
phalanges_94	0.65507
._95	3.03048
the_96	3.03048
rigidity_97	3.03048
of_98	3.03048
five_99	3.03048
techniques_100	3.03048
of_101	3.03048
internal_102	3.03048
fixation_103	3.03048
of_104	3.03048
fractured_105	0.65507
phalanges_106	0.65507
is_107	3.03048
tested_108	3.03048
experimentally_109	3.03048
and_110	3.03048
compared_111	3.03048
._112	3.03048
the_113	3.03048
clinical_114	3.03048
relevance_115	3.03048
is_116	3.03048
discussed_117	3.03048
._118	3.03048
renal_119	3.03048
cell_120	3.03048
carcinoma_121	3.03048
with_122	3.03048
concurrent_123	3.03048
urothelial_124	3.03048
carcinoma_125	3.03048
of_126	0.65734
urinary_127	0.65734
bladder_128	0.65734
and_129	3.03048
non_130	3.03048
-_131	3.03048
hodgkin_132	3.03048
lymphoma_133	3.03048
._134	3.03048
we_135	3.03048
report_136	3.03048
a_137	3.03048
case_138	3.03048
of_139	3.03048
a_140	3.03048
71_141	3.03048
-_142	3.03048
year_143	3.03048
-_144	3.03048
old_145	3.03048
male_146	3.03048
with_147	3.03048
multiple_148	3.03048
primary_149	3.03048
malignancies_150	0.66045
involving_151	1.20672
kidney_152	1.20672
and_153	1.20672
urinary_154	1.20672
bladder_155	1.20672
,_156	3.03048
combined_157	3.03048
with_158	3.03048
synchronous_159	0.65218
lymphoma_160	3.03048
._161	3.03048
the_162	3.03048
patient_163	3.03048
was_164	3.03048
admitted_165	3.03048
to_166	3.03048
the_167	3.03048
hospital_168	3.03048
because_169	3.03048
of_170	3.03048
painless_171	3.03048
gross_172	3.03048
hematuria_173	0.66045
._174	3.03048
examination_175	3.03048
revealed_176	3.03048
tumor_177	3.03048
of_178	0.71365
the_179	0.71365
right_180	0.71365
kidney_181	0.71365
and_182	3.03048
papillary_183	1.06469
tumor_184	1.08689
in_185	0.71365
the_186	0.71365
urinary_187	0.71365
bladder_188	0.71365
and_189	3.03048
enlarged_190	3.03048
lymph_191	3.03048
nodes_192	3.03048
along_193	3.03048
aorta_194	3.03048
and_195	3.03048
inferior_196	3.03048
vena_197	3.03048
cava_198	3.03048
._199	3.03048
transurethral_200	1.09536
resection_201	1.09536
of_202	1.09536
bladder_203	1.06469
tumor_204	1.06469
(_205	3.03048
tur_206	3.03048
)_207	3.03048
,_208	3.03048
radical_209	3.03048
nephrectomy_210	3.03048
of_211	3.03048
the_212	3.03048
right_213	3.03048
kidney_214	3.03048
and_215	3.03048
retroperitoneal_216	3.03048
lymphadenectomy_217	3.03048
were_218	3.03048
performed_219	3.03048
._220	3.03048
pathohistologic_221	3.03048
evaluation_222	3.03048
,_223	3.03048
together_224	3.03048
with_225	3.03048
immunohistochemistry_226	3.03048
,_227	3.03048
gave_228	3.03048
the_229	3.03048
patient_230	3.03048
the_231	3.03048
final_232	3.03048
diagnosis_233	3.03048
of_234	3.03048
renal_235	3.03048
cell_236	3.03048
carcinoma_237	3.03048
(_238	1.06469
rcc_239	3.03048
)_240	1.06469
,_241	3.03048
urothelial_242	3.03048
carcinoma_243	3.03048
of_244	0.71365
the_245	0.71365
urinary_246	0.71365
bladder_247	0.71365
and_248	3.03048
b_249	3.03048
-_250	3.03048
small_251	3.03048
cell_252	3.03048
non_253	3.03048
-_254	3.03048
hodgkin_255	3.03048
lymphoma_256	3.03048
(_257	1.06469
b_258	3.03048
-_259	3.03048
cll_260	3.03048
)_261	1.06469
._262	3.03048
scanning_263	3.03048
electron_264	3.03048
microscopy_265	3.03048
of_266	3.03048
the_267	3.03048
human_268	3.03048
zonule_269	3.03048
of_270	3.03048
the_271	3.03048
lens_272	3.03048
(_273	3.03048
zonula_274	3.03048
ciliaris_275	3.03048
)_276	3.03048
._277	3.03048
in_278	3.03048
the_279	3.03048
present_280	3.03048
study_281	3.03048
eight_282	3.03048
human_283	3.03048
eyeballs_284	3.03048
were_285	3.03048
specifically_286	3.03048
prepared_287	3.03048
for_288	3.03048
scanning_289	3.03048
-_290	3.03048
electron_291	3.03048
-_292	3.03048
microscopic_293	3.03048
observation_294	3.03048
of_295	3.03048
the_296	3.03048
zonule_297	3.03048
._298	3.03048
the_299	3.03048
zonule_300	3.03048
consisted_301	3.03048
of_302	3.03048
two_303	3.03048
main_304	3.03048
layers_305	3.03048
of_306	3.03048
radial_307	3.03048
fibres_308	3.03048
,_309	3.03048
an_310	3.03048
anterior_311	3.03048
and_312	3.03048
a_313	3.03048
posterior_314	3.03048
one_315	3.03048
,_316	3.03048
that_317	3.03048
inserted_318	3.03048
on_319	3.03048
the_320	3.03048
anterior_321	3.03048
and_322	3.03048
the_323	3.03048
posterior_324	3.03048
lens_325	3.03048
capsules_326	3.03048
,_327	3.03048
respectively_328	3.03048
._329	3.03048
some_330	3.03048
fibres_331	3.03048
inserted_332	3.03048
on_333	3.03048
the_334	3.03048
equator_335	3.03048
of_336	3.03048
the_337	3.03048
lens_338	3.03048
._339	3.03048
posterior_340	3.03048
zonular_341	3.03048
fibres_342	3.03048
originated_343	3.03048
at_344	3.03048
the_345	3.03048
pars_346	3.03048
plana_347	3.03048
,_348	3.03048
entered_349	3.03048
the_350	3.03048
dorsal_351	3.03048
part_352	3.03048
of_353	3.03048
the_354	3.03048
ciliary_355	3.03048
valleys_356	3.03048
and_357	3.03048
then_358	3.03048
changed_359	3.03048
their_360	3.03048
direction_361	3.03048
towards_362	3.03048
the_363	3.03048
posterior_364	3.03048
face_365	3.03048
of_366	3.03048
the_367	3.03048
lens_368	3.03048
._369	3.03048
posterior_370	3.03048
fibres_371	3.03048
inserted_372	3.03048
on_373	3.03048
the_374	3.03048
posterior_375	3.03048
capsule_376	3.03048
of_377	3.03048
the_378	3.03048
lens_379	3.03048
by_380	3.03048
branched_381	3.03048
endings_382	3.03048
1_383	3.03048
mm_384	3.03048
behind_385	3.03048
the_386	3.03048
equator_387	3.03048
of_388	3.03048
the_389	3.03048
lens_390	3.03048
._391	3.03048
anterior_392	3.03048
zonular_393	3.03048
fibres_394	3.03048
originated_395	3.03048
mainly_396	3.03048
at_397	3.03048
the_398	3.03048
pars_399	3.03048
plana_400	3.03048
and_401	3.03048
occasionally_402	3.03048
at_403	3.03048
the_404	3.03048
ciliary_405	3.03048
valleys_406	3.03048
._407	3.03048
after_408	3.03048
running_409	3.03048
completely_410	3.03048
through_411	3.03048
the_412	3.03048
ciliary_413	3.03048
valleys_414	3.03048
in_415	3.03048
close_416	3.03048
contact_417	3.03048
with_418	3.03048
the_419	3.03048
lateral_420	3.03048
walls_421	3.03048
of_422	3.03048
the_423	3.03048
ciliary_424	3.03048
processes_425	3.03048
,_426	3.03048
they_427	3.03048
changed_428	3.03048
their_429	3.03048
direction_430	3.03048
at_431	3.03048
the_432	3.03048
anterior_433	3.03048
endings_434	3.03048
of_435	3.03048
the_436	3.03048
pars_437	3.03048
plicata_438	3.03048
and_439	3.03048
reached_440	3.03048
the_441	3.03048
anterior_442	3.03048
lens_443	3.03048
capsule_444	3.03048
._445	3.03048
anterior_446	3.03048
zonular_447	3.03048
insertions_448	3.03048
were_449	3.03048
achieved_450	3.03048
by_451	3.03048
webbed_452	3.03048
endings_453	3.03048
that_454	3.03048
diffused_455	3.03048
into_456	3.03048
the_457	3.03048
anterior_458	3.03048
capsule_459	3.03048
2_460	3.03048
mm_461	3.03048
in_462	3.03048
front_463	3.03048
of_464	3.03048
the_465	3.03048
lens_466	3.03048
equator_467	3.03048
._468	3.03048
the_469	3.03048
extraordinary_470	3.03048
distension_471	3.03048
capacity_472	3.03048
of_473	3.03048
the_474	3.03048
zonular_475	3.03048
fibres_476	3.03048
was_477	3.03048
demonstrated_478	3.03048
by_479	3.03048
pulling_480	3.03048
the_481	3.03048
anterior_482	3.03048
lens_483	3.03048
capsule_484	3.03048
after_485	3.03048
hydrodissection_486	3.03048
._487	3.03048
as_488	3.03048
a_489	3.03048
consequence_490	3.03048
,_491	3.03048
the_492	3.03048
anterior_493	3.03048
fibres_494	3.03048
were_495	3.03048
stretched_496	3.03048
up_497	3.03048
to_498	3.03048
four_499	3.03048
times_500	3.03048
their_501	3.03048
original_502	3.03048
length_503	3.03048
without_504	3.03048
breaking_505	3.03048
or_506	3.03048
disinserting_507	3.03048
._508	3.03048
sonographic_509	3.03048
pseudokidney_510	3.03048
after_511	3.03048
nephrectomy_512	3.03048
._513	3.03048
when_514	3.03048
interpreting_515	3.03048
renal_516	3.03048
sonograms_517	3.03048
,_518	3.03048
one_519	3.03048
should_520	3.03048
be_521	3.03048
aware_522	3.03048
of_523	3.03048
the_524	3.03048
possibility_525	3.03048
of_526	3.03048
mistaking_527	3.03048
fat_528	3.03048
and_529	3.03048
scarring_530	3.03048
in_531	3.03048
the_532	3.03048
renal_533	3.03048
fossa_534	3.03048
for_535	3.03048
a_536	3.03048
normal_537	3.03048
kidney_538	3.03048
in_539	3.03048
a_540	3.03048
patient_541	3.03048
with_542	3.03048
a_543	3.03048
history_544	3.03048
of_545	3.03048
prior_546	3.03048
nephrectomy_547	3.03048
._548	3.03048
when_549	3.03048
in_550	3.03048
doubt_551	3.03048
,_552	3.03048
the_553	3.03048
ultrasound_554	3.03048
findings_555	3.03048
should_556	3.03048
be_557	3.03048
confirmed_558	3.03048
with_559	3.03048
a_560	3.03048
ct_561	3.03048
scan_562	3.03048
._563	3.03048
color_564	3.03048
pattern_565	3.03048
-_566	3.03048
reversal_567	3.03048
visual_568	3.03048
evoked_569	3.03048
potential_570	3.03048
in_571	3.03048
eyes_572	3.03048
with_573	3.03048
ocular_574	1.08689
hypertension_575	0.65218
and_576	3.03048
primary_577	1.20672
open_578	3.03048
-_579	3.03048
angle_580	3.03048
glaucoma_581	3.03048
._582	3.03048
color_583	3.03048
pattern_584	3.03048
-_585	3.03048
reversal_586	3.03048
visual_587	3.03048
evoked_588	3.03048
potential_589	3.03048
testing_590	3.03048
was_591	3.03048
performed_592	3.03048
in_593	3.03048
99_594	3.03048
normal_595	3.03048
eyes_596	3.03048
,_597	3.03048
27_598	3.03048
eyes_599	3.03048
with_600	3.03048
ocular_601	1.08689
hypertension_602	0.65218
and_603	3.03048
30_604	3.03048
eyes_605	3.03048
with_606	3.03048
primary_607	0.70891
open_608	3.03048
-_609	3.03048
angle_610	3.03048
glaucoma_611	3.03048
with_612	3.03048
the_613	3.03048
use_614	3.03048
of_615	3.03048
black_616	3.03048
-_617	3.03048
white_618	3.03048
,_619	3.03048
black_620	3.03048
-_621	3.03048
red_622	3.03048
and_623	3.03048
black_624	3.03048
-_625	3.03048
blue_626	3.03048
color_627	3.03048
checkerboard_628	3.03048
stimuli_629	3.03048
._630	3.03048
the_631	3.03048
p1_632	3.03048
wave_633	3.03048
peak_634	3.03048
time_635	3.03048
and_636	3.03048
amplitude_637	3.03048
of_638	3.03048
the_639	3.03048
eyes_640	3.03048
with_641	3.03048
ocular_642	1.08689
hypertension_643	0.65218
and_644	3.03048
glaucoma_645	3.03048
were_646	3.03048
significantly_647	3.03048
different_648	3.03048
from_649	3.03048
those_650	3.03048
of_651	3.03048
age_652	3.03048
-_653	3.03048
similar_654	3.03048
normal_655	3.03048
eyes_656	3.03048
,_657	3.03048
especially_658	3.03048
on_659	3.03048
the_660	3.03048
black_661	3.03048
-_662	3.03048
red_663	3.03048
and_664	3.03048
black_665	3.03048
-_666	3.03048
blue_667	3.03048
checkerboards_668	3.03048
(_669	3.03048
p_670	3.03048
less_671	3.03048
than_672	3.03048
0_673	3.03048
._674	3.03048
001_675	3.03048
)_676	3.03048
._677	3.03048
the_678	3.03048
differences_679	3.03048
between_680	3.03048
the_681	3.03048
ocular_682	3.03048
hypertensive_683	3.03048
and_684	3.03048
glaucomatous_685	0.70529
eyes_686	3.03048
were_687	3.03048
of_688	3.03048
less_689	3.03048
significance_690	3.03048
._691	3.03048
the_692	3.03048
p1_693	3.03048
peak_694	3.03048
time_695	3.03048
difference_696	3.03048
between_697	3.03048
black_698	3.03048
-_699	3.03048
white_700	3.03048
and_701	3.03048
black_702	3.03048
-_703	3.03048
red_704	3.03048
checkerboards_705	3.03048
may_706	3.03048
serve_707	3.03048
as_708	3.03048
an_709	3.03048
important_710	3.03048
parameter_711	3.03048
in_712	3.03048
the_713	3.03048
early_714	3.03048
diagnosis_715	3.03048
of_716	3.03048
glaucoma_717	3.03048
._718	3.03048
comparison_719	3.03048
