haematuria_0	0.0	1.0
and_1	1.0	0.0
abdominal_2	0.0	1.0
aortic_3	0.0	1.0
aneurysm_4	0.0	1.0
._5	1.0	0.0
haematuria_6	0.0	1.0
and_7	1.0	0.0
left_8	0.35099	0.64901
loin_9	0.00501	0.99499
pain_10	0.0	1.0
in_11	1.0	0.0
a_12	1.0	0.0
patient_13	1.0	0.0
with_14	1.0	0.0
abdominal_15	0.0	1.0
aortic_16	0.0	1.0
aneurysm_17	0.01839	0.98161
and_18	1.0	0.0
associated_19	1.0	0.0
with_20	1.0	0.0
the_21	1.0	0.0
radiological_22	1.0	0.0
finding_23	1.0	0.0
of_24	1.0	0.0
a_25	1.0	0.0
poorly_26	0.89439	0.10561
or_27	0.89439	0.10561
non_28	0.89439	0.10561
-_29	0.89439	0.10561
functioning_30	0.89439	0.10561
left_31	0.89439	0.10561
kidney_32	0.89439	0.10561
are_33	1.0	0.0
the_34	1.0	0.0
pathognomonic_35	1.0	0.0
features_36	1.0	0.0
of_37	1.0	0.0
aorto_38	0.01839	0.98161
-_39	0.01839	0.98161
left_40	0.01839	0.98161
renal_41	0.01839	0.98161
vein_42	0.01839	0.98161
fistula_43	0.01839	0.98161
,_44	1.0	0.0
a_45	1.0	0.0
condition_46	1.0	0.0
in_47	1.0	0.0
which_48	1.0	0.0
the_49	1.0	0.0
aneurysm_50	0.01839	0.98161
leaks_51	1.0	0.0
into_52	1.0	0.0
an_53	1.0	0.0
anomalous_54	0.99995	5e-05
retro_55	0.99995	5e-05
-_56	0.99995	5e-05
aortic_57	0.99995	5e-05
left_58	0.99995	5e-05
renal_59	0.99995	5e-05
vein_60	0.99995	5e-05
._61	1.0	0.0
acanthosis_62	0.0	1.0
nigricans_63	0.0	1.0
._64	1.0	0.0
acanthosis_65	0.0	1.0
nigricans_66	0.0	1.0
is_67	1.0	0.0
thickened_68	0.83075	0.16925
,_69	0.83075	0.16925
velvety_70	0.83075	0.16925
,_71	0.83075	0.16925
hyperpigmented_72	0.265	0.735
skin_73	0.265	0.735
associated_74	1.0	0.0
with_75	1.0	0.0
a_76	1.0	0.0
variety_77	1.0	0.0
of_78	1.0	0.0
endocrine_79	0.23406	0.76594
disorders_80	0.23406	0.76594
,_81	1.0	0.0
malignancies_82	0.23406	0.76594
and_83	1.0	0.0
medications_84	1.0	0.0
._85	1.0	0.0
the_86	1.0	0.0
mechanical_87	1.0	0.0
stability_88	1.0	0.0
of_89	1.0	0.0
internal_90	1.0	0.0
fixation_91	1.0	0.0
of_92	1.0	0.0
fractured_93	0.0	1.0
phalanges_94	0.0	1.0
._95	1.0	0.0
the_96	1.0	0.0
rigidity_97	0.99499	0.00501
of_98	1.0	0.0
five_99	1.0	0.0
techniques_100	1.0	0.0
of_101	1.0	0.0
internal_102	1.0	0.0
fixation_103	1.0	0.0
of_104	1.0	0.0
fractured_105	0.0	1.0
phalanges_106	0.0	1.0
is_107	1.0	0.0
tested_108	1.0	0.0
experimentally_109	1.0	0.0
and_110	1.0	0.0
compared_111	1.0	0.0
._112	1.0	0.0
the_113	1.0	0.0
clinical_114	1.0	0.0
relevance_115	1.0	0.0
is_116	1.0	0.0
discussed_117	1.0	0.0
._118	1.0	0.0
renal_119	0.0	1.0
cell_120	0.0	1.0
carcinoma_121	0.0	1.0
with_122	1.0	0.0
concurrent_123	1.0	0.0
urothelial_124	0.0	1.0
carcinoma_125	0.0	1.0
of_126	0.00741	0.99259
urinary_127	0.00741	0.99259
bladder_128	0.00741	0.99259
and_129	1.0	0.0
non_130	0.0	1.0
-_131	0.0	1.0
hodgkin_132	0.0	1.0
lymphoma_133	0.0	1.0
._134	1.0	0.0
we_135	1.0	0.0
report_136	1.0	0.0
a_137	1.0	0.0
case_138	1.0	0.0
of_139	1.0	0.0
a_140	1.0	0.0
71_141	1.0	0.0
-_142	1.0	0.0
year_143	1.0	0.0
-_144	1.0	0.0
old_145	1.0	0.0
male_146	1.0	0.0
with_147	1.0	0.0
multiple_148	1.0	0.0
primary_149	1.0	0.0
malignancies_150	0.265	0.735
involving_151	0.99995	5e-05
kidney_152	0.99995	5e-05
and_153	0.99995	5e-05
urinary_154	0.99995	5e-05
bladder_155	0.99995	5e-05
,_156	1.0	0.0
combined_157	1.0	0.0
with_158	1.0	0.0
synchronous_159	0.00501	0.99499
lymphoma_160	0.0	1.0
._161	1.0	0.0
the_162	1.0	0.0
patient_163	1.0	0.0
was_164	1.0	0.0
admitted_165	1.0	0.0
to_166	1.0	0.0
the_167	1.0	0.0
hospital_168	1.0	0.0
because_169	1.0	0.0
of_170	1.0	0.0
painless_171	0.98161	0.01839
gross_172	0.98161	0.01839
hematuria_173	0.0	1.0
._174	1.0	0.0
examination_175	1.0	0.0
revealed_176	1.0	0.0
tumor_177	0.0	1.0
of_178	0.35099	0.64901
the_179	0.35099	0.64901
right_180	0.35099	0.64901
kidney_181	0.35099	0.64901
and_182	1.0	0.0
papillary_183	0.00501	0.99499
tumor_184	0.01839	0.98161
in_185	0.95632	0.04368
the_186	0.95632	0.04368
urinary_187	0.95632	0.04368
bladder_188	0.95632	0.04368
and_189	1.0	0.0
enlarged_190	0.0	1.0
lymph_191	0.0	1.0
nodes_192	0.0	1.0
along_193	0.99995	5e-05
aorta_194	0.99995	5e-05
and_195	0.99995	5e-05
inferior_196	0.99995	5e-05
vena_197	0.99995	5e-05
cava_198	0.99995	5e-05
._199	1.0	0.0
transurethral_200	0.99845	0.00155
resection_201	0.99845	0.00155
of_202	0.99845	0.00155
bladder_203	0.00501	0.99499
tumor_204	0.00501	0.99499
(_205	1.0	0.0
tur_206	1.0	0.0
)_207	1.0	0.0
,_208	1.0	0.0
radical_209	1.0	0.0
nephrectomy_210	1.0	0.0
of_211	1.0	0.0
the_212	1.0	0.0
right_213	1.0	0.0
kidney_214	1.0	0.0
and_215	1.0	0.0
retroperitoneal_216	1.0	0.0
lymphadenectomy_217	1.0	0.0
were_218	1.0	0.0
performed_219	1.0	0.0
._220	1.0	0.0
pathohistologic_221	1.0	0.0
evaluation_222	1.0	0.0
,_223	1.0	0.0
together_224	1.0	0.0
with_225	1.0	0.0
immunohistochemistry_226	1.0	0.0
,_227	1.0	0.0
gave_228	1.0	0.0
the_229	1.0	0.0
patient_230	1.0	0.0
the_231	1.0	0.0
final_232	1.0	0.0
diagnosis_233	1.0	0.0
of_234	1.0	0.0
renal_235	0.0	1.0
cell_236	0.0	1.0
carcinoma_237	0.0	1.0
(_238	0.99499	0.00501
rcc_239	0.0	1.0
)_240	0.99499	0.00501
,_241	1.0	0.0
urothelial_242	0.0	1.0
carcinoma_243	0.0	1.0
of_244	0.35099	0.64901
the_245	0.35099	0.64901
urinary_246	0.35099	0.64901
bladder_247	0.35099	0.64901
and_248	1.0	0.0
b_249	0.0	1.0
-_250	0.0	1.0
small_251	0.0	1.0
cell_252	0.0	1.0
