haematuria_0	0.0	1.0
and_1	1.0	0.0
abdominal_2	0.99913	0.00087
aortic_3	0.99913	0.00087
aneurysm_4	0.99913	0.00087
._5	1.0	0.0
haematuria_6	0.0	1.0
and_7	1.0	0.0
left_8	0.21187	0.78813
loin_9	0.00462	0.99538
pain_10	0.0	1.0
in_11	1.0	0.0
a_12	1.0	0.0
patient_13	1.0	0.0
with_14	1.0	0.0
abdominal_15	0.99913	0.00087
aortic_16	0.99913	0.00087
aneurysm_17	0.99913	0.00087
and_18	1.0	0.0
associated_19	1.0	0.0
with_20	1.0	0.0
the_21	1.0	0.0
radiological_22	1.0	0.0
finding_23	1.0	0.0
of_24	1.0	0.0
a_25	1.0	0.0
poorly_26	0.95806	0.04194
or_27	0.95806	0.04194
non_28	0.95806	0.04194
-_29	0.95806	0.04194
functioning_30	0.95806	0.04194
left_31	0.95806	0.04194
kidney_32	0.95806	0.04194
are_33	1.0	0.0
the_34	1.0	0.0
pathognomonic_35	1.0	0.0
features_36	1.0	0.0
of_37	1.0	0.0
aorto_38	1.0	0.0
-_39	1.0	0.0
left_40	1.0	0.0
renal_41	1.0	0.0
vein_42	1.0	0.0
fistula_43	0.64099	0.35901
,_44	1.0	0.0
a_45	1.0	0.0
condition_46	1.0	0.0
in_47	1.0	0.0
which_48	1.0	0.0
the_49	1.0	0.0
aneurysm_50	0.76019	0.23981
leaks_51	1.0	0.0
into_52	1.0	0.0
an_53	1.0	0.0
anomalous_54	1.0	0.0
retro_55	1.0	0.0
-_56	1.0	0.0
aortic_57	1.0	0.0
left_58	1.0	0.0
renal_59	1.0	0.0
vein_60	1.0	0.0
._61	1.0	0.0
acanthosis_62	0.1702	0.8298
nigricans_63	0.1702	0.8298
._64	1.0	0.0
acanthosis_65	0.1702	0.8298
nigricans_66	0.1702	0.8298
is_67	1.0	0.0
thickened_68	0.8298	0.1702
,_69	0.8298	0.1702
velvety_70	0.8298	0.1702
,_71	0.8298	0.1702
hyperpigmented_72	0.23981	0.76019
skin_73	0.23981	0.76019
associated_74	1.0	0.0
with_75	1.0	0.0
a_76	1.0	0.0
variety_77	1.0	0.0
of_78	1.0	0.0
endocrine_79	0.99913	0.00087
disorders_80	0.99913	0.00087
,_81	1.0	0.0
malignancies_82	0.99913	0.00087
and_83	1.0	0.0
medications_84	1.0	0.0
._85	1.0	0.0
the_86	1.0	0.0
mechanical_87	1.0	0.0
stability_88	1.0	0.0
of_89	1.0	0.0
internal_90	1.0	0.0
fixation_91	1.0	0.0
of_92	1.0	0.0
fractured_93	0.64099	0.35901
phalanges_94	0.64099	0.35901
._95	1.0	0.0
the_96	1.0	0.0
rigidity_97	0.99538	0.00462
of_98	1.0	0.0
five_99	1.0	0.0
techniques_100	1.0	0.0
of_101	1.0	0.0
internal_102	1.0	0.0
fixation_103	1.0	0.0
of_104	1.0	0.0
fractured_105	0.64099	0.35901
phalanges_106	0.64099	0.35901
is_107	1.0	0.0
tested_108	1.0	0.0
experimentally_109	1.0	0.0
and_110	1.0	0.0
compared_111	1.0	0.0
._112	1.0	0.0
the_113	1.0	0.0
clinical_114	1.0	0.0
relevance_115	1.0	0.0
is_116	1.0	0.0
discussed_117	1.0	0.0
._118	1.0	0.0
renal_119	0.99913	0.00087
cell_120	0.99913	0.00087
carcinoma_121	0.99913	0.00087
with_122	1.0	0.0
concurrent_123	1.0	0.0
urothelial_124	0.99913	0.00087
carcinoma_125	0.99913	0.00087
of_126	0.9871	0.0129
urinary_127	0.9871	0.0129
bladder_128	0.9871	0.0129
and_129	1.0	0.0
non_130	1.0	0.0
-_131	1.0	0.0
hodgkin_132	1.0	0.0
lymphoma_133	1.0	0.0
._134	1.0	0.0
we_135	1.0	0.0
report_136	1.0	0.0
a_137	1.0	0.0
case_138	1.0	0.0
of_139	1.0	0.0
a_140	1.0	0.0
71_141	1.0	0.0
-_142	1.0	0.0
year_143	1.0	0.0
-_144	1.0	0.0
old_145	1.0	0.0
male_146	1.0	0.0
with_147	1.0	0.0
multiple_148	1.0	0.0
primary_149	1.0	0.0
malignancies_150	1.0	0.0
involving_151	1.0	0.0
kidney_152	1.0	0.0
and_153	1.0	0.0
urinary_154	1.0	0.0
bladder_155	1.0	0.0
,_156	1.0	0.0
combined_157	1.0	0.0
with_158	1.0	0.0
synchronous_159	0.7021	0.2979
lymphoma_160	0.99913	0.00087
._161	1.0	0.0
the_162	1.0	0.0
patient_163	1.0	0.0
was_164	1.0	0.0
admitted_165	1.0	0.0
to_166	1.0	0.0
the_167	1.0	0.0
hospital_168	1.0	0.0
because_169	1.0	0.0
of_170	1.0	0.0
painless_171	0.9871	0.0129
gross_172	0.9871	0.0129
hematuria_173	0.0	1.0
._174	1.0	0.0
examination_175	1.0	0.0
revealed_176	1.0	0.0
tumor_177	7e-05	0.99993
of_178	0.54878	0.45122
the_179	0.54878	0.45122
right_180	0.54878	0.45122
kidney_181	0.54878	0.45122
and_182	1.0	0.0
papillary_183	0.76019	0.23981
tumor_184	0.76019	0.23981
in_185	0.99337	0.00663
the_186	0.99337	0.00663
urinary_187	0.99337	0.00663
bladder_188	0.99337	0.00663
and_189	1.0	0.0
enlarged_190	0.0	1.0
lymph_191	0.0	1.0
nodes_192	0.0	1.0
along_193	0.99993	7e-05
aorta_194	0.99993	7e-05
and_195	0.99993	7e-05
inferior_196	0.99993	7e-05
vena_197	0.99993	7e-05
cava_198	0.99993	7e-05
._199	1.0	0.0
transurethral_200	0.99337	0.00663
resection_201	0.99337	0.00663
of_202	0.99337	0.00663
bladder_203	0.76019	0.23981
tumor_204	0.76019	0.23981
(_205	1.0	0.0
tur_206	1.0	0.0
)_207	1.0	0.0
,_208	1.0	0.0
radical_209	1.0	0.0
nephrectomy_210	1.0	0.0
of_211	1.0	0.0
the_212	1.0	0.0
right_213	1.0	0.0
kidney_214	1.0	0.0
and_215	1.0	0.0
retroperitoneal_216	1.0	0.0
lymphadenectomy_217	1.0	0.0
were_218	1.0	0.0
performed_219	1.0	0.0
._220	1.0	0.0
pathohistologic_221	1.0	0.0
evaluation_222	1.0	0.0
,_223	1.0	0.0
together_224	1.0	0.0
with_225	1.0	0.0
immunohistochemistry_226	1.0	0.0
,_227	1.0	0.0
gave_228	1.0	0.0
the_229	1.0	0.0
patient_230	1.0	0.0
the_231	1.0	0.0
final_232	1.0	0.0
diagnosis_233	1.0	0.0
of_234	1.0	0.0
renal_235	0.99913	0.00087
cell_236	0.99913	0.00087
carcinoma_237	0.99913	0.00087
(_238	1.0	0.0
rcc_239	0.99913	0.00087
)_240	1.0	0.0
,_241	1.0	0.0
urothelial_242	0.99913	0.00087
carcinoma_243	0.99913	0.00087
of_244	0.9871	0.0129
the_245	0.9871	0.0129
urinary_246	0.9871	0.0129
bladder_247	0.9871	0.0129
and_248	1.0	0.0
b_249	1.0	0.0
-_250	1.0	0.0
small_251	1.0	0.0
