iatrogenic	1.0	0.0
systematic	1.0	0.0
limited	1.0	0.0
magnetic	1.0	0.0
hinshawii	1.0	0.0
dynamic	1.0	0.0
plasmids	1.0	0.0
four	1.0	0.0
circuitry	1.0	0.0
controversial	1.0	0.0
consists	1.0	0.0
tonsillar	1.0	0.0
biopotential	1.0	0.0
localized	1.0	0.0
poorly	0.98634	0.01366
coarctation	6e-05	0.99994
physiological	0.99998	2e-05
intron	1.0	0.0
disability	0.79085	0.20915
rostral	1.0	0.0
vinylguaiacol	1.0	0.0
endings	1.0	0.0
presents	1.0	0.0
numbness	0.0	1.0
mental	0.84184	0.15816
under	0.99994	6e-05
alternating	1.0	0.0
vaso	1.0	0.0
hypertensive	0.95902	0.04098
cardiomegaly	6e-05	0.99994
activation	1.0	0.0
upstream	1.0	0.0
experimentally	1.0	0.0
bringing	1.0	0.0
anemia	0.78934	0.21066
differentiated	1.0	0.0
pooled	1.0	0.0
progression	1.0	0.0
supports	1.0	0.0
vector	1.0	0.0
cholesterol	1.0	0.0
enhance	1.0	0.0
shows	1.0	0.0
luciferase	1.0	0.0
infancy	1.0	0.0
japanese	1.0	0.0
second	1.0	0.0
estimated	1.0	0.0
blue	1.0	0.0
established	1.0	0.0
filtration	0.99994	6e-05
trapping	1.0	0.0
organisms	1.0	0.0
excised	1.0	0.0
selected	1.0	0.0
consequent	1.0	0.0
unreality	0.95902	0.04098
qigong	1.0	0.0
new	1.0	0.0
increasing	1.0	0.0
arthroscopy	1.0	0.0
mechanisms	1.0	0.0
never	1.0	0.0
kindred	1.0	0.0
here	1.0	0.0
reported	1.0	0.0
china	1.0	0.0
endoscopic	1.0	0.0
represented	1.0	0.0
100	1.0	0.0
101	1.0	0.0
107	1.0	0.0
obtained	1.0	0.0
apical	1.0	0.0
kids	1.0	0.0
allele	1.0	0.0
forum	1.0	0.0
glycolipids	1.0	0.0
items	1.0	0.0
study	1.0	0.0
changed	1.0	0.0
completely	1.0	0.0
reports	1.0	0.0
controversy	1.0	0.0
etiology	1.0	0.0
transfected	1.0	0.0
changes	0.999818333333	0.000181666666667
interferon	1.0	0.0
campaign	1.0	0.0
treatment	0.99998	2e-05
highly	1.0	0.0
psychological	0.999656666667	0.000343333333333
atrium	0.99994	6e-05
total	1.0	0.0
kobayashi	1.0	0.0
derivatives	1.0	0.0
would	1.0	0.0
osteoma	0.99903	0.00097
hospital	1.0	0.0
microdilution	1.0	0.0
negative	1.0	0.0
subgrouped	1.0	0.0
leaks	1.0	0.0
therefore	1.0	0.0
m2	1.0	0.0
type	0.999985	1.5e-05
until	1.0	0.0
butanone	1.0	0.0
aware	1.0	0.0
99	1.0	0.0
reversible	0.99556	0.00444
adult	1.0	0.0
91	1.0	0.0
microbiologically	1.0	0.0
blocking	1.0	0.0
68ga	0.95902	0.04098
1990	1.0	0.0
word	1.0	0.0
mm	1.0	0.0
ml	1.0	0.0
work	1.0	0.0
mammalian	1.0	0.0
itself	1.0	0.0
ms	1.0	0.0
root	1.0	0.0
unilateral	0.99903	0.00097
indicated	1.0	0.0
hemoglobin	1.0	0.0
hippurate	0.99994	6e-05
confocal	1.0	0.0
risk	1.0	0.0
end	1.0	0.0
provide	1.0	0.0
niemann	1.0	0.0
damage	0.99771	0.00229
far	1.0	0.0
clubbing	0.26449	0.73551
significance	1.0	0.0
pentanol	1.0	0.0
iiib	0.84184	0.15816
eyeballs	1.0	0.0
description	1.0	0.0
less	1.0	0.0
after	0.999996	4e-06
containing	0.999985	1.5e-05
midbrain	1.0	0.0
parallel	1.0	0.0
types	1.0	0.0
childhood	1.0	0.0
perform	1.0	0.0
checkerboard	1.0	0.0
upside	0.95902	0.04098
correlation	1.0	0.0
order	1.0	0.0
restriction	6e-05	0.99994
amplifying	1.0	0.0
zen	1.0	0.0
affect	1.0	0.0
responsive	1.0	0.0
before	1.0	0.0
cll	1.0	0.0
lps	1.0	0.0
auditory	0.999676666667	0.000323333333333
clearances	0.99994	6e-05
better	1.0	0.0
402	1.0	0.0
distal	0.99998	2e-05
easier	1.0	0.0
phenotype	1.0	0.0
maximal	1.0	0.0
then	1.0	0.0
diseases	1.0	0.0
combination	1.0	0.0
fixation	1.0	0.0
safe	1.0	0.0
neurological	6e-05	0.99994
band	0.7511	0.2489
hypoxia	6e-05	0.99994
therapy	1.0	0.0
effects	0.999794	0.000206
they	1.0	0.0
mimicking	1.0	0.0
structural	1.0	0.0
probiotic	1.0	0.0
sids	1.0	0.0
arrested	1.0	0.0
l	1.0	0.0
stimulus	0.9890275	0.0109725
each	1.0	0.0
interfering	1.0	0.0
side	0.911513333333	0.0884866666667
bone	0.999676666667	0.000323333333333
mean	0.99998	2e-05
series	1.0	0.0
displacement	0.99994	6e-05
attenuation	0.95902	0.04098
webbed	1.0	0.0
extract	1.0	0.0
peaks	1.0	0.0
rv	0.873216	0.126784
gradient	0.99994	6e-05
thrombin	0.99994	6e-05
tonsil	0.632245	0.367755
crucial	1.0	0.0
content	1.0	0.0
medicine	1.0	0.0
arizona	1.0	0.0
ascending	0.12582	0.87418
frontoparietal	0.86537	0.13463
mistaking	1.0	0.0
popliteal	1.0	0.0
mononuclear	1.0	0.0
rubra	1.0	0.0
equina	1.0	0.0
exposing	1.0	0.0
created	1.0	0.0
denture	0.99506	0.00494
days	1.0	0.0
creates	1.0	0.0
levels	0.99997	3e-05
features	1.0	0.0
grade	1.0	0.0
vitro	1.0	0.0
hearing	1.0	0.0
electronic	1.0	0.0
170	1.0	0.0
seizures	0.859236666667	0.140763333333
olds	1.0	0.0
rated	1.0	0.0
neuromuscular	1.0	0.0
xii	1.0	0.0
hemodynamics	1.0	0.0
approximately	1.0	0.0
confirming	1.0	0.0
rates	0.99994	6e-05
observations	1.0	0.0
suppressive	1.0	0.0
myelomonocytic	1.0	0.0
remote	1.0	0.0
dilated	0.5598325	0.4401675
intestine	0.99994	6e-05
serve	1.0	0.0
ankle	0.9511	0.0489
western	1.0	0.0
target	1.0	0.0
showed	1.0	0.0
likely	1.0	0.0
binds	1.0	0.0
prone	1.0	0.0
acquisition	1.0	0.0
plasmin	0.99994	6e-05
membranes	1.0	0.0
dyns	1.0	0.0
relatively	1.0	0.0
psma	0.99994	6e-05
isolated	0.999353333333	0.000646666666667
indexes	1.0	0.0
chest	6e-05	0.99994
subjects	1.0	0.0
shelf	1.0	0.0
isolates	1.0	0.0
mutants	1.0	0.0
tibia	1.0	0.0
memory	0.99994	6e-05
checkerboards	1.0	0.0
it	1.0	0.0
anatomy	1.0	0.0
involving	1.0	0.0
carcinoma	0.99797625	0.00202375
immunological	1.0	0.0
observation	1.0	0.0
flow	0.999955	4.5e-05
pathohistologic	1.0	0.0
points	1.0	0.0
sphingomyelinase	0.99994	6e-05
advisory	1.0	0.0
basolateral	1.0	0.0
manipulation	1.0	0.0
ipsilateral	1.0	0.0
papillary	0.73551	0.26449
availability	1.0	0.0
representing	1.0	0.0
minnesota	1.0	0.0
hemiatrophy	0.84513	0.15487
judged	0.99994	6e-05
rice	1.0	0.0
wearing	0.99997	3e-05
desorption	1.0	0.0
dl	1.0	0.0
wide	1.0	0.0
haemophilus	1.0	0.0
degradation	1.0	0.0
aetiology	1.0	0.0
yfp	1.0	0.0
reversal	0.99994	6e-05
despite	1.0	0.0
report	1.0	0.0
aroma	1.0	0.0
emg	0.99994	6e-05
abdominal	0.99903	0.00097
microscopy	1.0	0.0
public	1.0	0.0
release	0.2934	0.7066
implication	1.0	0.0
electrodes	1.0	0.0
clarified	1.0	0.0
peripheral	1.0	0.0
testing	1.0	0.0
unexpectedly	1.0	0.0
cytoplasmic	1.0	0.0
result	1.0	0.0
techniques	1.0	0.0
capacity	1.0	0.0
04	1.0	0.0
05	1.0	0.0
targets	1.0	0.0
protected	1.0	0.0
finger	0.99994	6e-05
365	1.0	0.0
ocular	0.239755	0.760245
assays	1.0	0.0
nature	1.0	0.0
inaba	1.0	0.0
however	1.0	0.0
carbon	1.0	0.0
linkage	1.0	0.0
atrial	0.78934	0.21066
uncrossed	1.0	0.0
myoclonic	0.13463	0.86537
store	1.0	0.0
disinserting	1.0	0.0
amoxicillin	1.0	0.0
uncertainty	1.0	0.0
heating	1.0	0.0
against	1.0	0.0
ventricular	0.85954	0.14046
pre	0.5	0.5
somatosensory	1.0	0.0
appeared	1.0	0.0
seizure	0.15816	0.84184
advancement	1.0	0.0
active	1.0	0.0
hygiene	0.9663425	0.0336575
cannulation	1.0	0.0
250	1.0	0.0
evidences	1.0	0.0
presumable	1.0	0.0
recognises	1.0	0.0
three	1.0	0.0
been	1.0	0.0
empyema	6e-05	0.99994
expected	1.0	0.0
entered	1.0	0.0
lactis	1.0	0.0
issignificantly	1.0	0.0
dry	1.0	0.0
life	1.0	0.0
efficacy	1.0	0.0
bladder	0.940402	0.059598
uncommon	1.0	0.0
strictures	0.99548	0.00452
erythema	0.15816	0.84184
child	0.99548	0.00452
guttentag	1.0	0.0
calcified	0.86537	0.13463
inhibit	1.0	0.0
say	1.0	0.0
n	1.0	0.0
aim	1.0	0.0
abrupt	0.99994	6e-05
precede	1.0	0.0
procedure	1.0	0.0
seven	1.0	0.0
equator	1.0	0.0
reproducibility	1.0	0.0
broth	1.0	0.0
ureter	0.995896666667	0.00410333333333
perinatal	0.9997575	0.0002425
ii	1.0	0.0
elicit	1.0	0.0
tissue	0.6195	0.3805
hygienist	1.0	0.0
in	0.995800546448	0.00419945355191
comparative	1.0	0.0
if	1.0	0.0
confirmed	1.0	0.0
severity	1.0	0.0
romberg	1.0	0.0
patent	0.541255	0.458745
suggest	1.0	0.0
recurrent	0.73551	0.26449
linked	1.0	0.0
complex	1.0	0.0
potentially	1.0	0.0
split	0.99998	2e-05
big	1.0	0.0
several	1.0	0.0
independent	1.0	0.0
myocardial	0.894185	0.105815
syncopal	0.0	1.0
osteotomy	1.0	0.0
hand	1.0	0.0
potentials	1.0	0.0
myelomatosis	1.0	0.0
cycle	1.0	0.0
allografts	1.0	0.0
constriction	0.95902	0.04098
episodic	0.00452	0.99548
stimuli	1.0	0.0
failing	0.99548	0.00452
disseminated	0.98769	0.01231
radioimmunoassay	1.0	0.0
squamous	1.0	0.0
contact	1.0	0.0
mother	1.0	0.0
the	0.994265234375	0.005734765625
left	0.714614285714	0.285385714286
seasonal	1.0	0.0
birth	0.62409	0.37591
identify	1.0	0.0
human	1.0	0.0
yet	1.0	0.0
succeeding	1.0	0.0
previous	1.0	0.0
thyroid	0.5	0.5
visualization	1.0	0.0
arai	1.0	0.0
nonprimate	1.0	0.0
candidate	1.0	0.0
similarities	1.0	0.0
had	1.0	0.0
pathognomonic	1.0	0.0
percutaneous	1.0	0.0
neoplasm	0.78934	0.21066
easy	1.0	0.0
hemisensory	6e-05	0.99994
has	1.0	0.0
plasma	0.99998	2e-05
gave	1.0	0.0
elevation	1.0	0.0
africa	1.0	0.0
rna	1.0	0.0
possible	1.0	0.0
audiology	1.0	0.0
background	1.0	0.0
clustered	1.0	0.0
cape	1.0	0.0
potassium	1.0	0.0
unique	1.0	0.0
advanced	1.0	0.0
occurring	1.0	0.0
precise	1.0	0.0
54	1.0	0.0
occlusion	0.710036666667	0.289963333333
50	1.0	0.0
specific	0.992367272727	0.00763272727273
vibrometry	1.0	0.0
signal	1.0	0.0
beneficial	1.0	0.0
right	0.778149166667	0.221850833333
old	1.0	0.0
insulinoma	0.13463	0.86537
multiple	1.0	0.0
psychogenic	0.99903	0.00097
separately	1.0	0.0
for	1.0	0.0
contributing	1.0	0.0
unit	1.0	0.0
lymphadenectomy	1.0	0.0
cortical	1.0	0.0
participation	0.99997	3e-05
cord	1.0	0.0
